Gene	DEN_AdjLiver_fasted	DEN_AdjLiver_fed	nonDEN_Liver_fasted	nonDEN_Liver_fed	DEN_Tumour_fasted	DEN_Tumour_fed	nonDEN_Tumour_fasted
ENSMUSG00000023075	18.64	18.83	15.47	16.98	18.29	17.41	18.09
ENSMUSG00000023078	3.05	6.71	1.19	2.44	12.28	11.03	0.27
ENSMUSG00000023079	15.44	27.83	22.39	22.82	17.03	23.02	33.15
ENSMUSG00000023084	0.1	0.08	0.02	0.02	0.03	0.03	0.02
ENSMUSG00000023087	6.91	13.07	23.94	21.99	4.65	9.51	6.91
ENSMUSG00000023088	1.83	1.86	2.49	2.19	1.76	1.42	1.46
ENSMUSG00000023089	200.35	214.2	215.72	213.36	148.73	196.17	171.58
ENSMUSG00000023092	9.26	5.82	5.84	9.91	7.2	8.44	3.99
ENSMUSG00000023093	0.0	0.0	0.1	0.0	0.0	0.0	0.0
ENSMUSG00000023094	17.31	18.32	22.4	19.46	17.58	17.81	25.81
ENSMUSG00000023104	26.31	27.39	27.97	29.28	25.22	24.23	33.91
ENSMUSG00000023106	67.16	45.92	38.47	44.97	37.43	40.69	37.3
ENSMUSG00000023110	8.15	11.98	11.91	11.72	9.25	9.24	9.97
ENSMUSG00000023118	23.55	26.83	26.04	27.22	25.25	23.67	21.71
ENSMUSG00000023120	0.0	0.02	0.0	0.0	0.0	0.01	0.0
ENSMUSG00000023122	7.13	8.96	7.7	6.08	8.45	7.12	8.63
ENSMUSG00000023132	1.37	3.39	1.65	2.7	1.73	4.34	1.24
ENSMUSG00000023140	0.09	0.0	0.0	164.64	0.0	14.76	0.0
ENSMUSG00000023143	14.54	13.42	12.87	13.52	12.87	14.38	16.19
ENSMUSG00000023147	2.57	4.67	4.3	4.07	3.23	3.07	4.71
ENSMUSG00000023150	84.24	93.28	83.9	71.6	81.27	82.24	115.96
ENSMUSG00000023151	0.11	0.0	0.05	0.05	0.04	0.03	0.0
ENSMUSG00000023153	0.39	0.14	0.18	0.29	0.24	0.5	0.08
ENSMUSG00000023156	13.66	15.68	14.38	13.34	12.82	14.07	12.73
ENSMUSG00000023169	1.22	1.25	1.84	1.7	1.28	1.1	1.31
ENSMUSG00000023170	19.03	14.63	15.16	16.49	13.44	12.72	13.62
ENSMUSG00000023175	407.49	724.19	423.15	465.2	533.36	424.31	393.32
ENSMUSG00000023176	97.04	74.43	96.04	80.84	97.38	93.44	117.75
ENSMUSG00000023186	17.57	28.68	21.95	22.99	17.76	18.19	17.76
ENSMUSG00000023191	2.16	1.9	4.18	4.63	2.97	1.65	2.13
ENSMUSG00000023192	0.02	0.02	0.04	0.0	0.0	0.0	0.0
ENSMUSG00000023206	28.42	19.52	26.41	22.66	27.78	18.02	18.26
ENSMUSG00000023210	0.0	0.0	0.0	0.0	0.05	0.0	0.0
ENSMUSG00000023216	0.17	0.27	0.16	0.14	0.28	0.49	0.0
ENSMUSG00000023224	725.59	666.93	705.17	595.41	645.91	729.17	655.62
ENSMUSG00000023232	19.99	12.49	16.54	18.56	17.51	11.06	15.71
ENSMUSG00000023235	9.62	8.13	6.7	7.24	6.32	6.87	10.92
ENSMUSG00000023236	0.04	0.16	0.72	0.1	0.11	0.08	0.0
ENSMUSG00000023243	18.18	24.07	13.35	11.58	9.57	14.99	14.67
ENSMUSG00000023247	0.0	8.76	0.21	0.08	0.19	0.58	1.1
ENSMUSG00000023249	35.98	49.57	33.29	36.4	41.94	29.79	35.49
ENSMUSG00000023259	3.27	2.99	2.36	2.84	7.97	6.17	8.47
ENSMUSG00000023262	25.88	23.19	20.84	23.2	21.16	25.94	20.14
ENSMUSG00000023266	1.49	1.53	1.13	1.05	1.57	1.51	0.95
ENSMUSG00000023267	0.08	0.09	0.0	0.0	0.08	0.07	0.04
ENSMUSG00000023272	67.29	136.15	38.38	42.59	83.34	75.05	47.14
ENSMUSG00000023274	1.18	1.98	1.49	1.12	1.19	1.19	0.86
ENSMUSG00000023277	7.18	24.87	8.4	10.14	12.77	8.7	8.25
ENSMUSG00000023279	0.0	0.01	0.03	0.04	0.02	0.0	0.0
ENSMUSG00000023284	2.32	2.51	1.96	2.02	1.82	2.56	1.19
ENSMUSG00000023286	26.72	30.49	26.83	31.32	28.94	30.27	25.82
ENSMUSG00000023307	94.52	90.05	71.26	80.01	106.98	85.73	63.15
ENSMUSG00000023328	0.25	0.18	0.34	0.26	0.23	0.29	0.19
ENSMUSG00000023330	6.8	8.39	9.66	7.73	7.02	7.86	10.6
ENSMUSG00000023333	0.02	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023336	3.87	3.7	3.69	4.38	2.13	2.89	0.84
ENSMUSG00000023341	5.14	3.94	4.74	2.54	3.92	4.51	6.31
ENSMUSG00000023345	1.72	2.09	1.86	2.39	1.62	1.7	1.57
ENSMUSG00000023348	10.29	10.41	14.57	13.67	12.82	12.28	14.83
ENSMUSG00000023349	9.96	17.71	11.69	13.21	11.95	15.2	13.58
ENSMUSG00000023353	17.67	21.11	20.24	23.32	18.75	16.91	22.51
ENSMUSG00000023367	232.75	327.29	258.94	329.71	421.81	317.54	231.05
ENSMUSG00000023387	0.07	1.31	0.0	0.0	0.16	0.13	0.05
ENSMUSG00000023391	0.0	0.0	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000023393	4.92	8.94	4.04	3.61	8.78	9.34	2.69
ENSMUSG00000023403	0.01	0.0	0.03	0.0	0.04	0.0	0.03
ENSMUSG00000023411	0.27	0.18	0.62	0.39	0.29	0.18	0.28
ENSMUSG00000023433	0.33	0.05	6.29	343.9	0.18	595.84	0.09
ENSMUSG00000023439	0.02	0.0	0.16	0.04	0.03	0.07	0.0
ENSMUSG00000023452	24.15	62.09	31.41	32.39	28.48	25.34	45.92
ENSMUSG00000023456	341.19	433.52	331.52	368.28	282.56	318.04	375.5
ENSMUSG00000023460	24.9	22.54	22.18	24.78	24.62	19.05	19.07
ENSMUSG00000023467	0.41	0.34	0.3	0.5	0.35	0.25	2.7
ENSMUSG00000023473	0.01	0.01	0.13	0.05	0.15	0.08	0.0
ENSMUSG00000023484	0.36	0.27	0.56	0.43	0.46	0.26	0.42
ENSMUSG00000023495	16.6	10.51	15.8	10.95	15.94	8.83	12.86
ENSMUSG00000023505	3.43	14.54	3.37	12.75	8.77	11.49	4.07
ENSMUSG00000023571	1.5	1.68	3.32	2.62	3.04	2.16	1.79
ENSMUSG00000023572	17.39	18.8	21.99	19.43	16.6	17.54	22.41
ENSMUSG00000023707	14.28	13.78	13.61	13.55	12.94	11.85	18.42
ENSMUSG00000023723	47.52	44.58	37.22	43.11	44.56	41.91	41.13
ENSMUSG00000023737	0.3	0.12	0.19	0.48	0.24	0.1	0.34
ENSMUSG00000023755	0.95	1.9	0.7	0.92	2.11	2.28	0.71
ENSMUSG00000023764	4.51	3.51	5.56	5.97	4.17	3.14	4.59
ENSMUSG00000023781	0.04	0.04	0.07	0.07	0.14	0.05	0.02
ENSMUSG00000023791	17.97	27.62	23.98	21.27	24.25	22.42	34.43
ENSMUSG00000023795	0.78	0.71	0.71	1.26	0.56	0.76	0.29
ENSMUSG00000023800	3.36	3.85	2.08	2.58	3.89	4.82	6.71
ENSMUSG00000023805	7.37	7.71	7.11	7.67	11.64	8.66	4.69
ENSMUSG00000023806	17.1	18.59	18.9	22.82	17.97	17.12	14.6
ENSMUSG00000023809	0.85	0.76	1.29	1.4	1.07	1.03	0.88
ENSMUSG00000023826	1.75	1.51	1.65	1.56	1.37	1.94	1.08
ENSMUSG00000023827	2.01	1.34	1.94	2.31	1.82	1.36	1.28
ENSMUSG00000023828	2.8	13.46	2.43	2.68	2.12	1.92	0.38
ENSMUSG00000023829	286.61	752.97	321.5	323.09	210.23	309.71	90.73
ENSMUSG00000023830	15.77	45.46	17.06	17.67	22.61	17.9	15.74
ENSMUSG00000023832	34.63	69.88	32.64	83.32	34.19	58.85	21.71
ENSMUSG00000023845	8.27	8.29	6.67	8.59	10.27	8.59	5.48
ENSMUSG00000023852	26.75	25.33	20.33	20.0	24.71	23.98	22.63
ENSMUSG00000023861	420.44	482.44	577.94	596.85	426.37	490.06	337.81
ENSMUSG00000023868	0.43	0.29	0.69	1.5	0.53	0.59	0.47
ENSMUSG00000023873	0.52	0.83	0.99	1.57	0.88	0.95	0.57
ENSMUSG00000023882	2.9	3.67	2.51	3.49	2.72	3.71	2.98
ENSMUSG00000023883	22.34	23.74	24.17	27.41	21.83	24.68	20.98
ENSMUSG00000023885	1.71	1.68	8.6	5.97	2.38	1.54	2.56
ENSMUSG00000023886	7.19	6.97	23.88	27.38	21.08	17.4	14.98
ENSMUSG00000023892	4.41	4.86	3.48	5.65	5.44	4.89	2.4
ENSMUSG00000023902	0.03	0.02	0.0	0.05	0.02	0.0	0.02
ENSMUSG00000023903	0.09	0.11	0.35	0.29	0.29	0.08	0.1
ENSMUSG00000023904	72.32	48.98	63.36	70.74	38.9	47.1	40.06
ENSMUSG00000023905	27.05	53.51	30.42	55.91	121.23	88.88	30.85
ENSMUSG00000023906	0.75	0.51	1.15	1.29	1.71	0.6	0.73
ENSMUSG00000023908	0.75	1.97	0.55	1.46	1.2	1.48	0.63
ENSMUSG00000023909	1.11	1.93	1.11	1.48	2.26	1.41	0.87
ENSMUSG00000023911	1.38	1.39	1.52	2.04	2.83	2.35	0.66
ENSMUSG00000023912	0.28	0.26	0.55	0.65	0.56	0.24	0.28
ENSMUSG00000023913	13.9	18.33	16.11	19.78	17.69	11.86	11.09
ENSMUSG00000023914	0.32	4.44	0.12	0.15	2.05	2.26	0.0
ENSMUSG00000023915	5.66	5.21	5.15	7.78	11.79	12.58	2.68
ENSMUSG00000023918	0.15	0.12	0.04	0.08	0.03	0.06	0.01
ENSMUSG00000023919	2.74	3.62	1.81	6.35	2.49	4.14	1.26
ENSMUSG00000023921	88.9	86.69	93.51	88.64	86.04	90.09	74.36
ENSMUSG00000023923	5.44	6.08	6.21	7.51	5.62	6.29	5.33
ENSMUSG00000023926	0.02	0.03	0.01	0.02	0.02	0.01	0.0
ENSMUSG00000023927	0.43	0.37	0.83	0.69	0.48	0.5	0.45
ENSMUSG00000023930	0.31	0.29	0.06	0.29	0.68	0.58	0.15
ENSMUSG00000023931	0.04	0.04	0.18	0.18	0.09	0.06	0.03
ENSMUSG00000023932	12.51	15.67	16.65	16.56	13.05	13.23	14.99
ENSMUSG00000023935	0.05	0.0	0.0	0.0	0.0	0.03	0.0
ENSMUSG00000023938	5.32	5.76	5.65	6.04	4.83	5.63	5.17
ENSMUSG00000023939	99.92	104.0	116.45	111.12	87.15	100.28	106.73
ENSMUSG00000023940	0.4	1.23	0.22	1.25	0.56	1.26	0.21
ENSMUSG00000023942	92.74	100.54	78.78	112.05	75.03	106.2	50.47
ENSMUSG00000023944	739.95	783.66	556.62	690.54	708.7	642.39	588.93
ENSMUSG00000023945	0.06	0.0	0.04	0.04	0.01	0.17	0.0
ENSMUSG00000023947	2.91	2.99	5.31	5.34	4.62	2.86	3.65
ENSMUSG00000023951	59.02	55.68	49.12	59.63	51.84	46.23	32.63
ENSMUSG00000023952	21.64	26.66	21.62	26.81	32.18	22.21	22.93
ENSMUSG00000023953	3.33	5.79	3.35	3.97	3.43	3.95	2.41
ENSMUSG00000023959	0.98	0.93	1.14	1.0	0.82	0.71	0.5
ENSMUSG00000023960	28.14	20.23	24.99	22.44	25.18	20.01	19.12
ENSMUSG00000023961	7.41	8.45	5.88	7.13	8.39	7.93	5.21
ENSMUSG00000023963	13.75	24.0	14.98	18.43	51.07	26.25	12.51
ENSMUSG00000023964	0.03	0.02	0.03	0.03	0.02	0.03	0.01
ENSMUSG00000023965	10.06	9.29	11.72	9.72	10.34	10.69	9.23
ENSMUSG00000023966	0.81	0.67	2.2	1.46	0.6	0.45	1.3
ENSMUSG00000023967	48.1	84.52	51.71	70.89	39.81	56.79	53.93
ENSMUSG00000023968	0.98	0.31	0.48	0.22	0.6	0.38	0.06
ENSMUSG00000023971	16.03	17.12	16.49	18.31	13.41	14.75	14.44
ENSMUSG00000023972	0.45	1.53	2.01	2.02	2.03	0.76	1.07
ENSMUSG00000023973	26.75	26.2	26.44	24.93	29.84	27.23	20.2
ENSMUSG00000023977	15.17	15.92	13.89	18.85	17.43	16.48	7.68
ENSMUSG00000023979	0.3	0.19	0.1	0.15	0.27	0.2	0.15
ENSMUSG00000023980	3.72	4.98	4.56	4.07	3.79	4.08	2.94
ENSMUSG00000023982	2.09	4.53	1.78	2.28	3.84	3.24	0.82
ENSMUSG00000023984	0.61	0.41	0.56	0.57	0.43	0.5	0.21
ENSMUSG00000023987	323.77	0.46	0.03	0.14	0.13	0.12	0.03
ENSMUSG00000023988	5.07	6.47	5.04	6.33	5.91	6.39	4.67
ENSMUSG00000023990	5.19	4.65	5.47	5.57	6.09	4.46	4.27
ENSMUSG00000023991	7.93	14.48	10.02	10.13	17.19	12.54	9.55
ENSMUSG00000023992	9.62	7.99	26.44	20.11	9.74	7.4	10.79
ENSMUSG00000023993	0.21	0.17	0.11	0.25	0.11	0.12	0.0
ENSMUSG00000023994	8.16	6.15	9.45	8.63	8.41	6.56	5.86
ENSMUSG00000023995	0.29	0.22	0.35	0.22	0.15	0.19	0.0
ENSMUSG00000023999	0.1	0.11	0.06	0.06	0.01	0.16	0.07
ENSMUSG00000024002	18.37	20.12	17.26	18.78	16.02	16.16	14.33
ENSMUSG00000024006	24.62	28.41	26.31	32.16	25.33	27.03	31.69
ENSMUSG00000024007	7.41	11.47	9.35	10.77	10.17	10.53	9.73
ENSMUSG00000024008	0.06	0.03	0.18	0.02	0.04	0.06	0.04
ENSMUSG00000024011	0.52	0.42	0.54	1.32	0.58	0.78	0.22
ENSMUSG00000024012	44.12	40.14	59.89	60.21	43.46	41.75	40.24
ENSMUSG00000024013	2.58	3.78	3.93	3.79	3.02	3.11	3.35
ENSMUSG00000024014	15.02	15.08	10.94	8.64	12.99	8.79	5.07
ENSMUSG00000024018	5.8	8.55	6.02	8.69	8.02	7.34	3.67
ENSMUSG00000024019	17.2	17.28	16.79	17.98	19.46	18.14	13.41
ENSMUSG00000024026	374.23	380.69	416.67	456.48	266.2	382.51	316.2
ENSMUSG00000024027	0.04	0.12	0.09	0.07	0.17	0.12	0.07
ENSMUSG00000024028	6.56	0.85	1.62	18.94	0.41	43.24	0.7
ENSMUSG00000024029	113.4	35.07	55.54	21.28	260.58	246.38	120.6
ENSMUSG00000024030	8.99	11.89	13.45	12.49	11.65	11.75	11.76
ENSMUSG00000024032	134.0	1.42	0.18	0.18	0.41	0.1	0.0
ENSMUSG00000024033	0.42	0.19	0.5	0.23	0.33	0.31	0.23
ENSMUSG00000024034	0.01	0.03	0.02	0.06	0.08	0.05	0.02
ENSMUSG00000024036	2.5	1.43	1.41	1.39	3.93	2.09	2.12
ENSMUSG00000024037	5.33	5.11	4.48	6.23	4.69	4.71	3.48
ENSMUSG00000024038	234.81	191.15	220.6	220.59	174.66	225.88	201.35
ENSMUSG00000024039	184.01	194.79	232.55	272.37	153.61	228.68	123.65
ENSMUSG00000024042	8.39	6.18	7.73	6.91	12.2	6.07	28.68
ENSMUSG00000024043	0.42	0.43	0.83	0.8	0.33	0.27	0.24
ENSMUSG00000024044	2.26	1.9	2.35	2.33	1.89	2.33	2.08
ENSMUSG00000024045	9.17	10.54	10.97	8.93	9.13	8.91	11.18
ENSMUSG00000024048	109.7	129.79	141.09	160.18	141.17	146.99	118.65
ENSMUSG00000024049	1.6	0.37	0.6	1.35	0.38	1.17	0.32
ENSMUSG00000024050	7.83	7.59	10.03	11.3	8.16	8.49	8.46
ENSMUSG00000024052	128.41	127.9	105.54	145.89	102.48	110.12	76.4
ENSMUSG00000024053	2.62	1.57	2.51	2.45	2.61	1.79	0.98
ENSMUSG00000024054	8.33	12.07	6.79	8.31	7.9	7.23	6.84
ENSMUSG00000024055	31.04	31.51	31.01	30.88	27.41	31.29	31.3
ENSMUSG00000024056	0.6	2.98	0.66	1.7	1.13	1.52	0.89
ENSMUSG00000024059	0.33	0.24	0.42	0.51	0.18	0.45	0.17
ENSMUSG00000024063	8.3	7.7	19.96	18.92	9.96	8.22	9.26
ENSMUSG00000024064	0.04	0.07	0.14	0.08	0.05	0.1	0.06
ENSMUSG00000024065	27.86	30.15	25.53	34.94	25.57	31.1	19.79
ENSMUSG00000024066	56.39	77.84	60.7	57.76	47.22	55.09	60.4
ENSMUSG00000024067	31.85	38.96	38.26	37.15	31.7	35.35	35.97
ENSMUSG00000024068	10.96	11.53	9.64	10.66	10.7	10.49	8.07
ENSMUSG00000024069	8.86	12.98	8.52	9.71	13.25	11.36	9.76
ENSMUSG00000024070	91.99	99.45	105.68	96.24	119.4	112.07	86.23
ENSMUSG00000024072	27.55	27.01	19.61	28.8	30.98	27.27	16.7
ENSMUSG00000024073	27.05	29.03	25.76	27.76	32.79	27.96	21.41
ENSMUSG00000024074	9.13	8.76	10.33	8.97	10.43	8.27	7.36
ENSMUSG00000024076	0.07	0.03	0.09	0.14	0.03	0.13	0.0
ENSMUSG00000024077	4.49	5.43	4.54	5.62	6.09	4.66	4.9
ENSMUSG00000024078	6.4	7.11	6.75	7.4	6.25	6.2	6.72
ENSMUSG00000024079	13.81	15.49	11.38	12.04	15.61	15.11	9.91
ENSMUSG00000024081	15.9	16.4	16.28	16.1	15.0	15.55	13.99
ENSMUSG00000024082	9.25	8.81	9.11	8.93	8.1	8.03	9.1
ENSMUSG00000024083	19.7	21.35	21.71	22.23	21.35	22.67	19.33
ENSMUSG00000024084	12.15	11.8	12.1	13.62	12.37	8.37	8.3
ENSMUSG00000024085	77.07	67.22	62.09	53.81	93.28	71.81	46.77
ENSMUSG00000024087	0.89	0.79	2.42	2.24	1.22	0.62	0.87
ENSMUSG00000024091	69.87	64.54	47.52	55.0	69.98	68.62	45.49
ENSMUSG00000024095	13.12	15.18	11.54	14.81	15.72	15.33	12.61
ENSMUSG00000024096	12.78	14.26	13.12	16.11	13.73	13.06	11.95
ENSMUSG00000024097	15.53	18.72	19.01	20.51	15.64	16.8	16.78
ENSMUSG00000024098	26.15	30.77	21.73	25.38	26.04	22.03	20.33
ENSMUSG00000024099	152.6	159.69	158.1	157.95	142.6	152.64	140.01
ENSMUSG00000024101	6.97	7.6	9.59	9.74	7.75	8.01	8.35
ENSMUSG00000024104	23.8	32.15	24.64	31.51	22.74	23.04	24.38
ENSMUSG00000024105	0.02	0.0	0.06	0.06	0.03	0.02	0.08
ENSMUSG00000024109	3.95	3.92	7.23	6.14	5.32	9.38	8.67
ENSMUSG00000024112	0.15	0.1	0.21	0.29	0.14	0.11	0.04
ENSMUSG00000024114	0.05	0.12	0.12	0.02	0.1	0.07	0.0
ENSMUSG00000024118	37.97	40.28	31.8	26.68	19.95	33.08	11.54
ENSMUSG00000024120	40.37	41.25	37.5	41.23	42.46	40.92	46.01
ENSMUSG00000024121	190.42	176.54	171.56	201.29	182.41	171.53	192.37
ENSMUSG00000024122	11.31	10.99	9.82	12.47	13.36	10.93	9.55
ENSMUSG00000024124	1.48	0.54	0.39	0.4	0.46	0.25	0.4
ENSMUSG00000024127	10.18	11.26	10.47	11.37	9.76	10.64	9.78
ENSMUSG00000024130	16.32	19.83	19.41	22.74	23.36	22.84	12.67
ENSMUSG00000024131	36.18	27.2	47.6	57.68	33.32	54.58	111.31
ENSMUSG00000024132	256.83	200.14	194.84	185.23	197.71	142.27	133.23
ENSMUSG00000024134	0.07	0.02	0.02	0.06	0.02	0.02	0.0
ENSMUSG00000024135	9.34	7.83	7.64	8.25	8.81	8.05	7.0
ENSMUSG00000024136	0.36	0.72	0.53	1.09	0.7	0.61	0.19
ENSMUSG00000024137	2.33	3.41	2.83	2.87	2.63	2.89	2.28
ENSMUSG00000024140	57.16	57.54	53.58	60.51	105.94	74.1	40.72
ENSMUSG00000024142	3.44	4.05	4.71	4.94	3.39	4.38	4.56
ENSMUSG00000024143	9.35	6.69	8.6	9.64	9.15	6.33	7.31
ENSMUSG00000024145	6.61	6.48	5.21	6.79	7.43	7.24	4.2
ENSMUSG00000024146	36.3	37.71	26.12	38.04	36.87	37.85	25.38
ENSMUSG00000024150	233.09	272.0	224.09	249.53	332.1	271.27	205.37
ENSMUSG00000024151	6.4	7.58	6.44	6.62	8.22	7.38	4.71
ENSMUSG00000024154	0.0	0.0	0.0	0.0	0.07	0.0	0.0
ENSMUSG00000024155	6.97	9.44	4.5	4.47	5.94	5.77	5.06
ENSMUSG00000024158	271.58	260.87	214.9	252.76	197.05	237.4	169.12
ENSMUSG00000024160	8.87	13.81	10.99	12.72	11.87	11.53	11.7
ENSMUSG00000024163	7.34	8.9	8.28	6.35	7.21	5.74	5.91
ENSMUSG00000024164	2758.15	3630.85	3164.16	2012.7	2480.9	2862.15	2565.16
ENSMUSG00000024165	18.26	38.81	19.59	23.75	26.47	24.33	18.62
ENSMUSG00000024168	8.26	9.65	15.29	12.18	7.87	8.23	9.85
ENSMUSG00000024169	3.61	4.9	4.34	4.91	3.66	3.76	3.57
ENSMUSG00000024170	3.32	4.79	3.38	3.35	4.45	2.91	3.39
ENSMUSG00000024172	0.0	0.0	0.06	0.05	0.0	0.03	0.0
ENSMUSG00000024173	0.0	0.96	0.0	0.34	0.0	0.0	0.0
ENSMUSG00000024174	1.89	1.76	1.62	1.79	1.78	1.93	1.37
ENSMUSG00000024175	0.03	0.03	0.04	0.14	0.03	0.13	0.05
ENSMUSG00000024176	0.03	0.06	0.13	0.07	0.02	0.01	0.01
ENSMUSG00000024177	3.37	2.12	3.34	2.24	5.35	2.77	3.26
ENSMUSG00000024180	12.2	15.38	14.36	15.03	13.35	13.12	14.6
ENSMUSG00000024181	41.13	41.26	42.53	47.46	39.88	39.47	32.84
ENSMUSG00000024182	8.93	13.85	12.4	14.53	13.55	11.88	11.29
ENSMUSG00000024184	1.68	0.03	0.77	12.67	0.11	30.79	0.02
ENSMUSG00000024186	0.3	0.33	0.38	0.22	0.51	0.21	0.22
ENSMUSG00000024187	33.57	28.48	33.08	35.02	36.31	36.06	23.88
ENSMUSG00000024188	12.56	13.42	14.35	12.67	12.64	12.02	13.07
ENSMUSG00000024190	23.14	15.88	14.56	13.76	16.56	14.63	10.49
ENSMUSG00000024191	17.65	19.9	20.08	22.26	19.3	19.86	17.9
ENSMUSG00000024193	6.95	11.44	7.61	8.25	7.02	7.19	8.34
ENSMUSG00000024194	48.25	50.68	52.27	59.54	52.15	53.3	53.26
ENSMUSG00000024197	42.61	44.12	45.19	62.58	51.58	48.21	56.01
ENSMUSG00000024201	5.81	7.41	6.9	6.73	9.42	7.35	5.54
ENSMUSG00000024205	1.85	1.15	1.04	1.19	1.09	0.9	0.99
ENSMUSG00000024206	0.3	0.27	0.51	0.45	0.35	0.27	0.26
ENSMUSG00000024208	67.03	92.5	76.06	94.93	68.84	72.01	55.03
ENSMUSG00000024209	0.03	0.06	0.07	0.07	0.08	0.04	0.01
ENSMUSG00000024210	0.1	0.07	0.04	0.1	0.07	0.07	0.0
ENSMUSG00000024211	1.01	1.15	1.04	0.9	0.68	0.57	0.17
ENSMUSG00000024212	7.22	9.97	7.74	8.67	9.27	7.43	6.66
ENSMUSG00000024213	28.84	25.74	29.71	27.77	27.93	27.73	22.17
ENSMUSG00000024215	0.23	0.06	0.17	0.44	0.17	0.23	0.2
ENSMUSG00000024217	28.23	39.6	35.36	40.51	34.38	34.5	32.42
ENSMUSG00000024218	14.33	15.62	14.88	17.18	14.81	14.6	13.33
ENSMUSG00000024219	5.63	5.91	5.69	6.47	5.15	6.29	4.34
ENSMUSG00000024220	11.74	10.03	16.95	10.56	10.11	8.24	8.95
ENSMUSG00000024222	21.13	18.22	23.76	11.66	29.15	24.94	11.24
ENSMUSG00000024223	0.0	0.0	0.04	0.0	0.04	0.05	0.0
ENSMUSG00000024225	213.72	0.11	8.68	392.68	0.36	837.93	0.0
ENSMUSG00000024227	0.05	0.05	0.06	0.0	0.0	0.0	0.06
ENSMUSG00000024228	38.48	39.38	38.31	40.43	35.91	32.35	28.81
ENSMUSG00000024231	23.29	20.05	17.96	21.48	19.87	18.97	20.58
ENSMUSG00000024232	0.91	1.38	3.03	2.42	1.01	1.06	1.68
ENSMUSG00000024234	9.85	9.63	8.59	9.52	9.28	9.51	10.68
ENSMUSG00000024235	3.21	3.0	4.08	3.68	4.08	2.77	2.66
ENSMUSG00000024236	12.58	19.01	15.75	21.47	14.73	17.16	27.66
ENSMUSG00000024238	6.22	7.15	7.16	7.35	7.83	6.56	6.6
ENSMUSG00000024240	5.57	8.41	8.26	7.04	6.21	5.96	6.31
ENSMUSG00000024241	7.14	8.74	7.1	8.47	7.66	8.67	7.22
ENSMUSG00000024242	14.04	23.78	16.0	14.87	17.73	14.17	11.51
ENSMUSG00000024245	0.84	0.68	0.72	1.1	0.9	0.86	0.23
ENSMUSG00000024246	1.63	2.83	2.34	2.13	1.96	2.04	1.84
ENSMUSG00000024247	11.94	12.28	8.14	20.97	12.06	8.59	6.55
ENSMUSG00000024248	148.8	181.41	182.21	157.4	178.34	141.33	157.6
ENSMUSG00000024251	2.13	2.51	2.1	2.45	2.44	2.25	1.4
ENSMUSG00000024253	2.08	1.96	7.63	4.75	2.23	1.55	4.89
ENSMUSG00000024254	73.51	75.8	82.68	88.59	64.15	78.07	89.36
ENSMUSG00000024256	0.0	0.0	0.06	0.0	0.0	0.0	0.0
ENSMUSG00000024258	6.14	9.31	7.02	8.8	7.21	7.09	8.72
ENSMUSG00000024259	17.54	16.52	14.82	15.58	17.4	14.97	14.39
ENSMUSG00000024260	6.93	8.48	9.19	8.55	7.71	8.36	9.75
ENSMUSG00000024261	0.05	0.04	0.5	0.07	0.01	0.03	0.0
ENSMUSG00000024266	0.02	0.0	0.0	0.0	0.0	0.02	0.0
ENSMUSG00000024268	0.18	0.27	0.92	0.18	0.15	0.13	0.16
ENSMUSG00000024269	2.46	2.64	2.26	2.72	2.11	2.27	1.64
ENSMUSG00000024270	1.75	4.19	2.06	2.14	2.13	2.06	1.42
ENSMUSG00000024271	17.07	29.98	22.18	19.4	20.65	20.53	26.3
ENSMUSG00000024273	8.98	8.15	8.53	8.71	7.57	9.61	8.81
ENSMUSG00000024274	0.16	0.3	0.31	0.12	0.17	0.17	0.07
ENSMUSG00000024276	5.77	4.75	4.99	6.76	6.2	4.86	5.27
ENSMUSG00000024277	7.39	8.95	9.92	11.02	9.72	9.31	11.34
ENSMUSG00000024283	47.97	47.23	43.64	45.41	39.96	37.56	56.03
ENSMUSG00000024286	27.44	28.34	23.88	24.36	27.93	26.89	29.21
ENSMUSG00000024287	8.1	8.46	8.9	9.68	7.45	7.51	10.49
ENSMUSG00000024290	15.97	13.7	11.76	15.72	16.97	13.51	12.61
ENSMUSG00000024292	120.83	122.27	69.05	108.21	75.06	145.72	43.08
ENSMUSG00000024293	7.12	9.2	7.62	11.99	9.81	8.62	9.34
ENSMUSG00000024294	18.38	22.01	17.42	20.51	21.0	18.76	17.94
ENSMUSG00000024295	0.08	0.04	0.07	0.0	0.05	0.04	0.0
ENSMUSG00000024298	11.36	10.16	10.65	11.13	12.93	9.83	9.88
ENSMUSG00000024299	3.57	3.41	5.45	4.95	4.34	3.35	4.12
ENSMUSG00000024300	4.8	5.73	8.91	8.71	5.67	5.15	5.0
ENSMUSG00000024301	0.34	0.72	0.39	0.74	0.45	0.48	0.16
ENSMUSG00000024302	0.47	0.18	0.62	0.82	0.34	0.37	0.28
ENSMUSG00000024304	45.37	72.65	54.71	48.68	42.61	41.69	50.16
ENSMUSG00000024306	0.01	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024308	52.72	116.64	47.34	57.88	52.49	53.6	48.52
ENSMUSG00000024309	38.6	40.52	38.41	40.42	37.43	39.59	26.37
