Gene	DEN_AdjLiver_fasted	DEN_AdjLiver_fed	nonDEN_Liver_fasted	nonDEN_Liver_fed	DEN_Tumour_fasted	DEN_Tumour_fed	nonDEN_Tumour_fasted
ENSMUSG00000104896	2.7	0.0	2.73	0.0	0.0	0.0	0.82
ENSMUSG00000104897	0.39	0.41	0.19	0.28	0.35	0.17	0.09
ENSMUSG00000104900	0.15	0.0	0.0	0.0	0.14	0.0	0.0
ENSMUSG00000104902	0.06	0.0	0.12	0.0	0.13	0.1	0.17
ENSMUSG00000104903	0.04	0.01	0.03	0.03	0.03	0.0	0.01
ENSMUSG00000104904	0.05	0.0	0.04	0.0	0.05	0.04	0.0
ENSMUSG00000104906	0.09	0.0	0.0	0.0	0.09	0.0	0.0
ENSMUSG00000104910	0.05	0.08	0.06	0.12	0.12	0.12	0.0
ENSMUSG00000104912	0.0	0.0	0.03	0.03	0.04	0.04	0.0
ENSMUSG00000104913	0.14	0.49	0.25	0.26	0.15	0.13	0.14
ENSMUSG00000104915	0.0	0.0	0.08	0.0	0.19	0.0	0.0
ENSMUSG00000104917	0.14	0.31	0.08	0.14	0.08	0.11	0.2
ENSMUSG00000104918	0.01	0.01	0.03	0.0	0.01	0.01	0.0
ENSMUSG00000104920	0.76	0.45	0.68	0.64	0.49	0.54	0.0
ENSMUSG00000104923	0.15	0.16	0.11	0.0	0.25	0.2	0.08
ENSMUSG00000104925	0.04	0.06	0.03	0.05	0.04	0.04	0.03
ENSMUSG00000104927	0.04	0.03	0.15	0.0	0.04	0.06	0.0
ENSMUSG00000104929	0.0	0.0	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000104935	0.0	0.0	0.0	0.0	0.01	0.0	0.0
ENSMUSG00000104936	0.04	0.02	0.01	0.0	0.0	0.01	0.0
ENSMUSG00000104938	0.02	0.0	0.02	0.02	0.02	0.0	0.0
ENSMUSG00000104940	0.05	0.18	0.1	0.05	0.0	0.04	0.0
ENSMUSG00000104941	0.0	0.11	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000104943	0.1	0.04	0.1	0.08	0.15	0.06	0.0
ENSMUSG00000104945	0.0	0.02	0.02	0.0	0.0	0.01	0.0
ENSMUSG00000104947	0.03	0.03	0.03	0.01	0.02	0.05	0.01
ENSMUSG00000104950	1.45	1.4	1.4	1.4	1.72	1.31	1.33
ENSMUSG00000104951	0.16	0.08	0.09	0.13	0.12	0.11	0.0
ENSMUSG00000104953	59.0	23.05	0.0	8.47	65.48	11.66	0.0
ENSMUSG00000104955	0.17	0.08	0.0	0.08	0.24	0.26	0.0
ENSMUSG00000104960	61.56	53.62	69.35	59.12	52.43	54.0	33.71
ENSMUSG00000104963	0.02	0.0	0.0	0.02	0.0	0.0	0.0
ENSMUSG00000104964	0.0	0.0	0.0	0.05	0.0	0.0	0.0
ENSMUSG00000104965	0.34	0.37	0.26	0.23	0.29	0.26	0.19
ENSMUSG00000104966	0.0	0.0	0.01	0.0	0.01	0.0	0.0
ENSMUSG00000104968	0.0	0.0	0.0	0.0	0.0	0.09	0.0
ENSMUSG00000104969	0.11	0.09	0.08	0.11	0.09	0.06	0.0
ENSMUSG00000104970	0.3	0.23	0.25	0.15	0.21	0.27	0.42
ENSMUSG00000104973	0.21	0.32	0.28	0.28	0.18	0.3	0.11
ENSMUSG00000104978	0.0	0.5	0.0	0.92	0.64	0.48	0.0
ENSMUSG00000104983	0.11	0.02	0.13	0.05	0.07	0.08	0.03
ENSMUSG00000104985	0.09	0.05	0.13	0.12	0.11	0.04	0.0
ENSMUSG00000104986	0.28	0.27	0.3	0.51	0.38	0.32	0.36
ENSMUSG00000104988	0.06	0.02	0.09	0.02	0.08	0.07	0.0
ENSMUSG00000104990	0.04	0.04	0.03	0.02	0.02	0.04	0.0
ENSMUSG00000104994	0.0	0.0	0.0	0.02	0.0	0.0	0.0
ENSMUSG00000104997	0.0	0.0	0.0	0.91	0.0	0.0	0.0
ENSMUSG00000104999	0.0	0.03	0.0	0.0	0.0	0.04	0.0
ENSMUSG00000105003	0.02	0.02	0.02	0.04	0.0	0.01	0.0
ENSMUSG00000105004	0.1	0.08	0.13	0.07	0.09	0.1	0.07
ENSMUSG00000105006	0.26	0.26	0.2	0.33	0.23	0.24	0.37
ENSMUSG00000105008	0.08	0.0	0.14	0.25	0.08	0.06	0.07
ENSMUSG00000105013	0.0	0.0	0.08	0.0	0.0	0.0	0.0
ENSMUSG00000105014	0.0	0.0	0.0	0.91	0.0	0.0	0.0
ENSMUSG00000105018	0.0	0.0	0.05	0.04	0.0	0.0	0.0
ENSMUSG00000105019	0.0	0.0	0.0	0.28	0.6	0.36	0.0
ENSMUSG00000105020	0.06	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105021	0.04	0.04	0.04	0.04	0.04	0.03	0.0
ENSMUSG00000105022	0.0	0.0	0.02	0.0	0.01	0.0	0.0
ENSMUSG00000105024	0.0	0.0	0.0	0.13	0.15	0.0	0.0
ENSMUSG00000105025	2.3	1.9	10.79	15.22	1.73	1.58	0.0
ENSMUSG00000105028	0.08	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105031	5.5	5.13	8.07	2.92	8.49	2.32	1.42
ENSMUSG00000105033	0.02	0.04	0.07	0.03	0.07	0.03	0.0
ENSMUSG00000105039	0.0	0.07	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105043	0.0	0.0	0.72	0.0	0.0	0.0	0.0
ENSMUSG00000105044	0.62	0.61	0.57	0.34	0.84	0.62	0.3
ENSMUSG00000105048	0.04	0.1	0.0	0.0	0.03	0.06	0.0
ENSMUSG00000105050	0.0	0.0	0.0	0.0	0.02	0.0	0.0
ENSMUSG00000105053	0.15	0.27	0.0	0.13	0.13	0.12	0.1
ENSMUSG00000105055	13.34	13.28	11.18	17.67	12.71	11.24	11.33
ENSMUSG00000105058	0.23	0.2	0.78	0.34	0.2	0.24	0.0
ENSMUSG00000105059	0.0	0.03	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105061	0.05	0.1	0.08	0.13	0.05	0.04	0.0
ENSMUSG00000105062	0.02	0.0	0.0	0.02	0.0	0.02	0.0
ENSMUSG00000105063	0.0	0.0	0.01	0.0	0.0	0.0	0.0
ENSMUSG00000105065	0.02	0.0	0.0	0.0	0.0	0.02	0.0
ENSMUSG00000105068	0.16	0.22	0.63	0.26	0.16	0.15	0.13
ENSMUSG00000105071	0.05	0.03	0.04	0.05	0.04	0.05	0.01
ENSMUSG00000105072	1.74	14.15	2.97	3.85	0.59	6.41	0.0
ENSMUSG00000105076	0.01	0.0	0.0	0.0	0.0	0.02	0.0
ENSMUSG00000105077	0.0	0.0	0.05	0.09	0.0	0.1	0.0
ENSMUSG00000105078	0.0	0.15	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105081	4.68	2.79	2.22	1.99	8.53	4.81	0.0
ENSMUSG00000105083	0.05	0.02	0.05	0.04	0.03	0.08	0.02
ENSMUSG00000105084	0.06	0.08	0.07	0.03	0.07	0.02	0.02
ENSMUSG00000105091	0.0	0.0	0.0	0.0	0.0	10.1	0.0
ENSMUSG00000105093	0.0	0.0	0.0	0.0	0.05	0.0	0.0
ENSMUSG00000105095	2.25	1.06	1.45	1.32	0.92	1.11	0.36
ENSMUSG00000105096	19.23	132.03	12.79	16.95	17.2	16.24	13.64
ENSMUSG00000105097	0.11	0.08	0.08	0.11	0.32	0.08	0.0
ENSMUSG00000105102	0.0	0.01	0.0	0.0	0.0	0.02	0.0
ENSMUSG00000105103	0.0	0.0	0.09	0.32	0.0	0.2	0.0
ENSMUSG00000105107	0.05	0.08	0.06	0.01	0.03	0.02	0.0
ENSMUSG00000105109	1.74	3.64	2.97	3.85	0.59	6.41	0.0
ENSMUSG00000105111	0.06	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105112	0.56	0.72	0.64	0.6	0.73	0.59	0.29
ENSMUSG00000105115	2.7	0.0	2.73	0.0	0.0	0.0	0.82
ENSMUSG00000105124	0.07	0.08	0.06	0.0	0.04	0.04	0.03
ENSMUSG00000105128	0.05	0.02	0.02	0.12	0.05	0.02	0.01
ENSMUSG00000105129	0.0	0.0	0.0	0.0	0.09	0.0	0.0
ENSMUSG00000105130	0.09	0.11	0.06	0.16	0.15	0.11	0.0
ENSMUSG00000105134	0.03	0.03	0.01	0.03	0.02	0.03	0.01
ENSMUSG00000105135	6.08	6.31	4.94	3.72	4.84	5.2	2.07
ENSMUSG00000105136	0.05	0.0	0.05	0.04	0.06	0.08	0.0
ENSMUSG00000105137	0.06	0.06	0.06	0.09	0.05	0.04	0.0
ENSMUSG00000105139	0.19	0.23	0.24	0.29	0.28	0.16	0.07
ENSMUSG00000105140	0.03	0.0	0.03	0.02	0.0	0.04	0.0
ENSMUSG00000105143	2.44	0.0	0.0	0.0	0.0	2.52	0.0
ENSMUSG00000105144	0.14	0.14	0.12	0.33	0.22	0.38	0.0
ENSMUSG00000105146	0.0	0.0	0.0	0.0	0.0	0.03	0.0
ENSMUSG00000105148	0.05	0.02	0.02	0.01	0.02	0.03	0.0
ENSMUSG00000105149	0.0	0.06	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105155	0.0	0.0	0.0	0.0	0.0	0.01	0.0
ENSMUSG00000105156	1.3	2.22	1.11	3.66	2.17	1.89	1.13
ENSMUSG00000105160	0.1	0.11	0.07	0.28	0.07	0.1	0.09
ENSMUSG00000105161	0.5	0.62	0.34	0.36	0.79	0.57	0.25
ENSMUSG00000105166	0.09	0.04	0.07	0.04	0.04	0.04	0.0
ENSMUSG00000105175	0.0	0.0	0.0	0.0	1.44	0.0	0.0
ENSMUSG00000105176	0.55	0.52	0.55	0.52	0.61	0.39	0.26
ENSMUSG00000105179	0.07	0.04	0.06	0.14	0.09	0.08	0.0
ENSMUSG00000105181	0.17	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105186	2.94	1.5	2.48	1.62	1.44	2.06	1.54
ENSMUSG00000105189	0.15	0.0	0.1	0.11	0.12	0.21	0.11
ENSMUSG00000105192	0.16	0.08	0.13	0.1	0.13	0.08	0.04
ENSMUSG00000105194	0.05	0.1	0.08	0.13	0.05	0.04	0.0
ENSMUSG00000105195	0.0	0.15	0.0	0.12	0.09	0.07	0.08
ENSMUSG00000105198	0.0	0.0	0.09	0.0	0.0	0.0	0.0
ENSMUSG00000105199	0.08	0.07	0.07	0.12	0.05	0.06	0.05
ENSMUSG00000105201	0.22	0.16	0.22	0.23	0.25	0.16	0.11
ENSMUSG00000105202	0.0	0.01	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105203	0.12	0.03	0.05	0.03	0.07	0.03	0.0
ENSMUSG00000105204	0.05	0.14	0.04	0.06	0.08	0.13	0.0
ENSMUSG00000105206	0.0	0.0	0.0	0.0	0.04	0.0	0.0
ENSMUSG00000105207	0.02	0.0	0.02	0.0	0.0	0.01	0.0
ENSMUSG00000105208	0.0	0.0	0.0	0.6	0.0	0.47	0.0
ENSMUSG00000105211	9.16	25.81	0.0	0.73	25.76	13.33	0.0
ENSMUSG00000105217	0.03	0.0	0.0	0.02	0.0	0.02	0.0
ENSMUSG00000105219	0.0	0.12	0.0	0.0	0.21	0.23	0.06
ENSMUSG00000105221	0.0	0.0	0.06	0.0	0.0	0.0	0.06
ENSMUSG00000105224	0.06	0.0	0.09	0.06	0.03	0.03	0.03
ENSMUSG00000105226	0.05	0.12	0.05	0.0	0.12	0.12	0.04
ENSMUSG00000105228	0.06	0.03	0.05	0.03	0.06	0.07	0.0
ENSMUSG00000105229	0.07	0.03	0.04	0.03	0.03	0.03	0.0
ENSMUSG00000105230	0.04	0.05	0.0	0.14	0.1	0.08	0.04
ENSMUSG00000105232	8.19	9.79	20.14	0.0	0.0	0.0	0.0
ENSMUSG00000105233	0.59	2.72	1.06	1.36	1.54	0.85	0.0
ENSMUSG00000105241	0.0	0.0	0.0	0.4	0.0	0.0	0.0
ENSMUSG00000105243	0.83	2.08	1.82	1.51	1.43	1.66	0.43
ENSMUSG00000105244	0.02	0.04	0.03	0.04	0.04	0.02	0.0
ENSMUSG00000105245	0.0	0.0	0.07	0.13	0.0	0.06	0.0
ENSMUSG00000105246	0.03	0.03	0.0	0.0	0.06	0.0	0.0
ENSMUSG00000105247	0.0	0.0	0.0	0.0	0.01	0.01	0.0
ENSMUSG00000105255	0.62	1.38	0.45	0.98	0.29	0.66	0.26
ENSMUSG00000105256	0.0	0.0	0.0	0.91	0.0	0.0	0.0
ENSMUSG00000105259	0.02	0.02	0.0	0.02	0.0	0.02	0.0
ENSMUSG00000105260	4.01	3.56	2.69	4.61	4.1	3.66	2.26
ENSMUSG00000105261	0.0	0.0	0.0	0.0	0.0	0.02	0.0
ENSMUSG00000105263	15.38	11.03	12.77	11.98	7.03	13.65	9.84
ENSMUSG00000105264	0.0	0.2	0.03	0.02	0.02	0.05	0.02
ENSMUSG00000105265	0.0	0.0	0.03	0.0	0.0	0.0	0.0
ENSMUSG00000105270	0.0	0.01	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000105272	1.12	0.74	1.08	1.04	1.0	1.07	0.79
ENSMUSG00000105277	0.0	0.0	0.0	0.18	0.0	0.0	0.0
ENSMUSG00000105278	0.0	0.0	0.0	0.0	0.01	0.0	0.0
ENSMUSG00000105280	0.0	0.0	0.0	0.0	0.07	0.0	0.0
ENSMUSG00000105282	0.03	0.05	0.03	0.02	0.08	0.05	0.01
ENSMUSG00000105283	1.49	1.27	1.7	1.48	2.16	2.15	1.18
ENSMUSG00000105285	0.0	0.0	0.0	0.0	0.0	0.23	0.0
ENSMUSG00000105287	0.01	0.0	0.0	0.06	0.01	0.0	0.0
ENSMUSG00000105288	20.98	9.83	60.42	8.57	0.0	0.0	0.0
ENSMUSG00000105289	0.0	0.0	0.01	0.0	0.0	0.01	0.0
ENSMUSG00000105293	0.0	0.0	0.0	0.02	0.0	0.03	0.0
ENSMUSG00000105295	0.49	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105297	0.0	0.0	0.0	0.0	0.18	0.0	0.0
ENSMUSG00000105302	0.02	0.0	0.02	0.0	0.0	0.03	0.0
ENSMUSG00000105303	0.21	0.2	0.13	0.17	0.09	0.42	0.09
ENSMUSG00000105304	0.04	0.02	0.05	0.03	0.02	0.05	0.03
ENSMUSG00000105311	0.33	0.17	0.0	0.0	0.0	0.18	0.0
ENSMUSG00000105315	5.02	4.8	3.5	3.62	3.86	3.99	9.15
ENSMUSG00000105322	0.0	0.0	0.03	0.0	0.0	0.0	0.0
ENSMUSG00000105326	0.43	0.31	0.45	0.62	0.41	0.34	0.28
ENSMUSG00000105327	0.0	0.0	0.0	0.31	1.06	0.6	0.0
ENSMUSG00000105328	0.05	0.01	0.02	0.0	0.07	0.03	0.02
ENSMUSG00000105332	0.03	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105333	0.0	0.0	115.06	80.56	71.4	54.48	0.0
ENSMUSG00000105336	0.0	0.0	0.11	0.0	0.06	0.05	0.0
ENSMUSG00000105338	3.28	2.99	2.32	0.74	3.32	2.39	0.59
ENSMUSG00000105339	0.0	0.78	0.19	0.17	0.24	0.22	0.0
ENSMUSG00000105340	0.28	0.16	0.4	0.26	0.31	0.37	0.39
ENSMUSG00000105341	0.05	0.06	0.07	0.08	0.09	0.04	0.02
ENSMUSG00000105345	0.19	0.14	0.21	0.2	0.19	0.11	0.22
ENSMUSG00000105347	0.0	0.0	0.0	0.0	0.01	0.02	0.0
ENSMUSG00000105349	0.15	0.15	0.13	0.12	0.16	0.14	0.0
ENSMUSG00000105350	0.07	0.03	0.03	0.02	0.03	0.04	0.0
ENSMUSG00000105353	1.54	1.24	1.13	1.9	1.62	1.36	0.0
ENSMUSG00000105354	0.0	0.0	0.11	0.14	0.0	0.55	0.0
ENSMUSG00000105356	0.04	0.04	0.03	0.09	0.04	0.04	0.0
ENSMUSG00000105357	0.0	0.13	0.23	0.0	0.0	0.22	0.0
ENSMUSG00000105358	0.05	0.04	0.02	0.03	0.03	0.01	0.01
ENSMUSG00000105359	0.3	0.55	0.0	0.23	0.16	0.41	0.23
ENSMUSG00000105362	0.17	0.2	0.14	0.09	0.07	0.11	0.0
ENSMUSG00000105366	0.06	0.04	0.06	0.13	0.06	0.06	0.0
ENSMUSG00000105368	0.58	0.63	0.84	0.6	0.63	0.41	1.41
ENSMUSG00000105370	0.0	0.0	0.0	0.0	0.0	0.01	0.0
ENSMUSG00000105374	0.21	0.09	0.07	0.12	0.06	0.09	0.05
ENSMUSG00000105376	0.11	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105377	0.14	0.11	0.1	0.12	0.23	0.09	0.0
ENSMUSG00000105378	0.03	0.02	0.02	0.05	0.04	0.02	0.0
ENSMUSG00000105382	0.14	0.08	0.2	0.12	0.09	0.12	0.0
ENSMUSG00000105383	1.71	1.56	1.51	1.71	1.57	1.45	0.8
ENSMUSG00000105388	251.91	269.62	139.65	119.57	124.17	136.01	74.16
ENSMUSG00000105389	0.04	0.06	0.08	0.0	0.08	0.03	0.0
ENSMUSG00000105390	0.0	0.0	0.13	0.0	0.0	0.0	0.0
ENSMUSG00000105391	0.2	0.0	0.0	0.0	0.2	0.0	0.0
ENSMUSG00000105392	0.01	0.0	0.01	0.01	0.04	0.01	0.02
ENSMUSG00000105393	0.0	0.11	0.0	0.14	0.0	0.0	0.0
ENSMUSG00000105395	1.02	1.0	1.22	1.53	1.14	2.28	0.47
ENSMUSG00000105397	0.29	0.12	0.15	0.12	0.0	0.21	0.0
ENSMUSG00000105401	0.0	0.0	0.0	0.0	0.0	0.02	0.0
ENSMUSG00000105402	0.12	0.05	0.07	0.04	0.19	0.08	0.0
ENSMUSG00000105403	0.04	0.03	0.04	0.02	0.03	0.03	0.01
ENSMUSG00000105406	0.25	0.54	0.22	0.12	0.2	0.33	0.0
ENSMUSG00000105408	0.74	1.04	0.9	0.97	1.03	0.93	0.89
ENSMUSG00000105412	0.15	0.06	0.07	0.1	0.03	0.08	0.0
ENSMUSG00000105415	7.54	9.8	9.21	14.44	13.11	21.55	0.0
ENSMUSG00000105416	0.07	0.06	0.1	0.07	0.03	0.05	0.04
ENSMUSG00000105419	0.52	0.38	0.4	0.38	0.45	0.42	0.18
ENSMUSG00000105422	0.07	0.0	0.22	0.0	0.05	0.0	0.0
ENSMUSG00000105429	0.23	0.18	0.22	0.45	0.15	0.3	0.41
ENSMUSG00000105432	0.26	0.22	0.0	0.32	0.33	0.25	0.25
ENSMUSG00000105433	0.0	0.0	0.0	0.91	0.0	0.0	0.0
ENSMUSG00000105434	0.24	0.16	0.73	0.4	0.13	0.28	0.09
ENSMUSG00000105440	0.0	0.0	0.0	0.0	0.06	0.0	0.0
ENSMUSG00000105441	0.0	0.07	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105442	0.05	0.05	0.07	0.08	0.08	0.12	0.0
ENSMUSG00000105443	0.09	0.0	0.13	0.21	0.0	0.13	0.0
ENSMUSG00000105444	0.0	0.0	0.0	0.0	0.03	0.0	0.0
ENSMUSG00000105445	0.0	0.0	0.01	0.0	0.01	0.0	0.0
ENSMUSG00000105446	0.24	0.18	0.17	0.0	0.0	0.0	0.19
ENSMUSG00000105447	0.17	0.15	0.15	0.14	0.1	0.13	0.18
ENSMUSG00000105449	0.15	0.14	0.12	0.12	0.16	0.18	0.1
ENSMUSG00000105452	0.05	0.04	0.03	0.0	0.04	0.07	0.0
ENSMUSG00000105453	0.1	0.03	0.08	0.07	0.04	0.04	0.0
ENSMUSG00000105454	0.0	0.0	0.0	0.0	0.0	0.03	0.0
ENSMUSG00000105456	0.0	0.02	0.0	0.0	0.06	0.0	0.04
ENSMUSG00000105457	0.08	0.07	0.09	0.06	0.06	0.04	0.02
ENSMUSG00000105459	0.0	0.04	0.03	0.04	0.05	0.0	0.03
ENSMUSG00000105460	0.03	0.03	0.03	0.08	0.05	0.05	0.0
ENSMUSG00000105461	0.0	0.14	0.0	0.06	0.13	0.06	0.0
ENSMUSG00000105462	0.0	0.18	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105466	0.08	0.05	0.07	0.09	0.06	0.08	0.01
ENSMUSG00000105470	0.0	0.0	0.0	0.09	0.0	0.0	0.0
ENSMUSG00000105471	0.17	0.34	0.24	0.07	0.46	0.19	0.0
ENSMUSG00000105472	0.04	0.02	0.05	0.07	0.03	0.06	0.02
ENSMUSG00000105476	0.0	0.0	0.01	0.02	0.0	0.0	0.0
ENSMUSG00000105478	0.01	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105482	0.02	0.06	0.02	0.02	0.02	0.02	0.02
ENSMUSG00000105483	0.0	0.0	0.0	0.0	0.07	0.0	0.0
ENSMUSG00000105485	0.01	0.01	0.0	0.0	0.0	0.01	0.0
ENSMUSG00000105501	0.04	0.02	0.0	0.0	0.06	0.02	0.0
ENSMUSG00000105502	0.0	0.0	0.0	0.0	0.03	0.0	0.0
ENSMUSG00000105504	2.47	8.04	2.69	3.36	3.28	2.63	1.6
ENSMUSG00000105506	0.0	0.23	0.0	0.0	0.08	0.0	0.0
ENSMUSG00000105508	0.08	0.06	0.11	0.05	0.07	0.06	0.0
ENSMUSG00000105509	0.88	1.8	0.78	0.82	1.22	0.93	0.71
ENSMUSG00000105510	0.23	0.19	0.32	0.48	0.13	0.2	0.08
ENSMUSG00000105512	0.39	0.37	0.24	0.19	0.13	0.34	0.03
ENSMUSG00000105514	0.11	0.07	0.11	0.14	0.14	0.09	0.06
ENSMUSG00000105516	0.02	0.0	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000105517	0.1	0.08	0.12	0.14	0.08	0.09	0.02
ENSMUSG00000105519	0.1	0.04	0.13	0.12	0.09	0.12	0.11
ENSMUSG00000105520	0.0	0.01	0.03	0.01	0.0	0.02	0.0
ENSMUSG00000105526	0.02	0.0	0.0	0.02	0.0	0.01	0.0
ENSMUSG00000105529	0.08	0.07	0.0	0.0	0.0	0.09	0.0
ENSMUSG00000105534	0.06	0.0	0.0	0.0	0.0	0.06	0.0
ENSMUSG00000105535	0.39	0.0	0.1	0.12	0.0	0.0	0.0
ENSMUSG00000105536	0.0	0.0	0.0	0.0	0.09	0.03	0.04
ENSMUSG00000105537	1.07	11.62	2.72	9.1	5.49	7.88	0.0
ENSMUSG00000105541	0.61	0.66	0.9	0.54	0.73	0.36	0.38
ENSMUSG00000105542	0.17	0.24	0.18	0.14	0.15	0.11	0.0
ENSMUSG00000105547	2.22	1.52	3.36	5.01	6.24	3.0	4.25
ENSMUSG00000105549	0.01	0.01	0.01	0.01	0.0	0.01	0.0
ENSMUSG00000105550	0.0	0.0	0.03	0.0	0.0	0.0	0.0
ENSMUSG00000105552	0.51	0.31	0.38	0.44	0.17	0.34	0.12
ENSMUSG00000105553	0.02	0.04	0.09	0.02	0.05	0.02	0.0
ENSMUSG00000105554	0.06	0.04	0.0	0.06	0.0	0.08	0.0
ENSMUSG00000105555	0.45	0.0	0.22	0.0	0.22	0.2	0.0
ENSMUSG00000105556	0.42	0.24	0.34	0.29	0.26	0.28	0.13
ENSMUSG00000105558	0.04	0.07	0.05	0.11	0.04	0.07	0.0
ENSMUSG00000105559	0.0	0.0	0.0	0.0	0.0	0.13	0.0
ENSMUSG00000105560	0.0	0.0	0.05	0.0	0.0	0.0	0.0
ENSMUSG00000105561	0.04	0.06	0.05	0.03	0.05	0.04	0.01
ENSMUSG00000105562	0.0	0.0	0.12	0.0	0.0	0.0	0.0
ENSMUSG00000105564	0.0	0.02	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105565	0.18	1.1	0.35	0.14	0.3	0.25	0.37
ENSMUSG00000105568	0.0	0.0	0.0	0.02	0.0	0.04	0.0
ENSMUSG00000105571	0.0	0.01	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000105572	0.35	0.25	0.21	0.34	0.22	0.29	0.1
ENSMUSG00000105578	0.0	0.0	0.0	0.0	0.0	0.03	0.0
ENSMUSG00000105579	0.0	0.01	0.0	0.0	0.0	0.01	0.01
ENSMUSG00000105580	0.0	0.0	0.0	0.91	3.82	0.0	0.0
ENSMUSG00000105586	0.04	0.01	0.02	0.05	0.05	0.02	0.0
ENSMUSG00000105590	0.01	0.0	0.01	0.0	0.0	0.0	0.0
ENSMUSG00000105594	0.0	0.0	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000105597	0.7	0.77	0.74	1.12	0.85	0.73	0.07
ENSMUSG00000105600	0.08	0.03	0.06	0.03	0.07	0.04	0.03
ENSMUSG00000105601	0.1	0.06	0.07	0.06	0.07	0.08	0.09
ENSMUSG00000105602	0.0	0.1	0.0	0.05	0.0	0.0	0.0
ENSMUSG00000105604	0.18	0.14	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105606	0.26	0.48	5.7	3.23	4.11	1.85	3.89
ENSMUSG00000105607	0.25	0.21	0.22	0.29	0.34	0.27	0.11
ENSMUSG00000105609	0.09	0.04	0.1	0.04	0.1	0.09	0.0
ENSMUSG00000105610	6.62	6.16	5.78	2.69	13.93	5.53	0.0
ENSMUSG00000105613	0.0	0.01	0.0	0.0	0.01	0.0	0.0
ENSMUSG00000105617	0.0	0.53	0.23	0.0	0.3	0.49	0.0
ENSMUSG00000105621	0.0	0.0	0.0	34.36	0.0	0.0	0.0
ENSMUSG00000105622	0.07	0.02	0.04	0.02	0.07	0.05	0.0
ENSMUSG00000105624	0.0	0.02	0.0	0.01	0.0	0.0	0.0
ENSMUSG00000105625	0.0	0.07	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105627	0.0	0.0	0.0	0.0	0.0	0.01	0.0
ENSMUSG00000105629	0.0	0.11	0.0	0.14	0.0	0.0	0.0
ENSMUSG00000105632	0.06	0.05	0.17	0.04	0.13	0.06	0.02
ENSMUSG00000105636	0.06	0.06	0.09	0.09	0.07	0.03	0.09
ENSMUSG00000105637	0.04	0.0	0.0	0.02	0.01	0.0	0.0
ENSMUSG00000105639	0.0	0.0	0.0	0.0	0.0	0.05	0.0
ENSMUSG00000105641	0.1	0.0	0.12	0.08	0.1	0.15	0.0
ENSMUSG00000105643	0.15	0.14	0.24	0.21	0.15	0.13	0.08
ENSMUSG00000105644	0.0	0.0	2.17	0.0	4.44	0.0	0.0
ENSMUSG00000105645	0.11	0.16	0.16	0.21	0.12	0.15	0.07
ENSMUSG00000105646	0.05	0.03	0.01	0.04	0.07	0.04	0.03
ENSMUSG00000105647	0.0	0.0	0.0	0.0	0.0	0.94	0.0
ENSMUSG00000105655	0.31	0.18	0.35	0.27	0.27	0.18	0.16
ENSMUSG00000105656	0.07	0.0	0.0	0.06	0.15	0.07	0.0
ENSMUSG00000105659	0.09	0.06	0.11	0.06	0.04	0.06	0.0
ENSMUSG00000105660	0.05	0.09	0.12	0.12	0.16	0.09	0.0
ENSMUSG00000105662	0.0	0.06	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105663	0.0	0.0	0.0	0.0	0.01	0.0	0.0
ENSMUSG00000105664	0.0	0.11	0.0	0.1	0.12	0.0	0.0
ENSMUSG00000105666	0.0	0.11	0.05	0.0	0.0	0.0	0.0
ENSMUSG00000105676	0.05	0.0	0.06	0.04	0.03	0.03	0.04
ENSMUSG00000105677	0.49	0.64	0.47	0.58	0.49	0.48	0.28
ENSMUSG00000105679	0.0	0.03	0.01	0.0	0.0	0.0	0.02
ENSMUSG00000105681	0.1	0.13	0.14	0.17	0.15	0.21	0.03
ENSMUSG00000105682	0.0	0.0	0.0	0.0	0.0	4.15	0.0
ENSMUSG00000105686	0.0	0.0	0.01	0.0	0.0	0.01	0.01
ENSMUSG00000105687	0.02	0.06	0.03	0.02	0.08	0.04	0.0
